video_id,watch time (minutes),viewer_id
s8032,30,597
s1808,31,728
s6814,25,938
s3575,9,787
s1054,21,571
s1042,32,229
s5230,35,380
s2677,29,379
s3194,41,960
s5444,28,239
s2191,24,223
s573,9,801
s1612,7,682
s2558,21,24
s198,0,37
s1553,23,82
s6333,27,130
s6178,11,576
s1026,32,218
s443,37,782
s3219,47,420
s4711,10,321
s7165,12,736
s1766,49,101
s7274,19,347
s5352,2,263
s6935,45,217
s4336,33,598
s1881,36,2
s504,10,787
s5435,39,16
s4333,15,398
s5439,29,570
s5637,28,714
s1963,33,942
s5861,25,227
s1923,7,335
s5114,9,917
s1218,43,937
s299,0,284
s6457,9,548
s4404,19,402
s1882,1,518
s6800,45,712
s3096,14,508
s1748,8,292
s6642,10,514
s7559,29,721
s916,46,792
s2774,36,678
s3839,11,323
s3058,47,971
s270,33,678
s674,23,828
s4652,36,535
s3736,17,898
s4151,17,717
s8546,39,563
s4915,11,355
s6024,26,684
s2601,8,182
s5716,50,533
s3384,28,337
s6295,39,983
s3240,28,673
s4829,25,801
s6978,32,728
s836,43,422
s5752,48,807
s6456,41,157
s7110,27,995
s4038,42,973
s1251,30,348
s7719,35,566
s5469,16,54
s3782,17,426
s4226,26,1000
s4933,13,153
s6434,18,30
s4077,27,353
s8206,16,610
s8452,5,821
s7189,28,713
s5877,23,245
s7194,12,877
s7612,18,356
s83,31,849
s2863,20,930
s8220,0,437
s950,19,224
s1375,29,563
s6262,34,600
s5395,11,240
s1222,23,125
s5955,38,71
s457,30,361
s2471,34,376
s7543,30,315
s8403,43,420
s4862,15,819
s1373,32,597
s1799,43,170
s6654,34,330
s7720,18,778
s6173,13,404
s1703,15,919
s276,18,666
s3018,11,797
s3989,47,64
s7665,1,647
s2992,28,572
s6804,10,41
s7812,0,414
s2710,14,968
s2456,36,697
s7545,23,507
s1029,49,722
s2741,18,583
s2382,4,433
s5014,18,665
s7122,33,434
s5090,26,972
s5672,21,592
s5262,1,546
s8227,15,220
s3942,32,721
s4458,37,969
s653,47,474
s853,8,46
s3043,7,7
s1959,33,256
s5131,7,764
s5816,47,213
s3922,28,473
s7412,11,681
s5373,19,942
s2110,0,878
s8448,35,680
s7534,14,783
s5411,1,207
s780,41,947
s6265,9,246
s6124,10,298
s3753,27,890
s3801,42,779
s314,7,270
s1356,44,613
s6954,9,567
s173,32,373
s7041,43,140
s409,14,834
s4537,13,25
s6984,45,239
s8017,24,80
s290,2,249
s3535,9,929
s3787,47,703
s8201,27,323
s8454,25,46
s4903,36,916
s1531,38,411
s260,35,120
s8524,35,598
s6978,40,577
s7564,26,755
s931,37,695
s2019,41,179
s3410,48,968
s1248,46,572
s2560,43,367
s4265,34,924
s5607,15,694
s5081,36,220
s603,34,291
s7236,46,727
s3553,32,15
s7574,14,327
s6062,22,111
s4435,39,760
s8084,19,638
s1234,11,290
s2872,10,925
s2949,35,424
s3495,13,188
s3353,12,570
s5383,44,130
s3069,46,728
s6970,39,304
s6481,19,600
s1546,9,88
s1917,2,257
s5944,47,870
s1671,35,467
s5201,23,838
s1078,10,52
s7760,15,262
s7288,31,703
s2155,22,335
s5389,48,2
s8781,44,58
s5263,33,360
s7325,14,981
s4021,34,166
s3062,1,340
s1069,40,120
s2785,49,443
s2059,46,970
s8233,44,545
s8762,40,226
s7051,39,152
s1345,35,561
s6954,3,636
s2360,29,243
s4205,5,771
s5348,29,483
s3887,23,610
s753,22,680
s2239,6,134
s4409,4,547
s3233,46,486
s2917,5,625
s3741,0,587
s3668,48,655
s4583,33,756
s8014,26,442
s1226,5,719
s3707,8,52
s8515,45,802
s12,37,344
s2164,15,247
s6909,38,487
s1623,11,666
s4744,7,237
s8118,25,597
s7143,47,354
s6187,26,232
s7856,43,353
s4989,28,517
s3987,47,273
s8219,37,182
s4689,44,244
s5950,9,409
s1245,27,19
s5639,37,30
s7108,10,605
s2480,19,385
s5566,29,122
s772,3,61
s7653,47,108
s7019,22,401
s1038,4,568
s2667,2,161
s1887,50,504
s7023,10,275
s6697,23,355
s8675,25,517
s4077,38,616
s5477,40,937
s478,32,484
s3426,8,489
s2177,38,78
s6430,48,961
s6301,18,332
s3046,47,701
s3407,34,192
s4505,49,850
s5384,37,697
s8778,41,167
s6257,42,392
s6802,28,156
s5642,10,832
s1542,49,705
s5360,6,988
s449,28,164
s1922,7,816
s1513,36,112
s751,16,636
s578,21,835
s8193,1,998
s8684,2,536
s5613,40,824
s1564,31,438
s311,15,349
s3379,19,950
s2344,45,559
s4654,28,239
s6293,47,932
s6034,6,818
s3209,4,734
s4775,11,763
s1457,35,845
s7168,2,461
s7910,13,656
s4980,34,821
s2180,17,993
s6628,11,843
s307,44,266
s8003,45,212
s2095,18,21
s1842,31,789
s7027,24,363
s1329,13,224
s5545,5,267
s4252,35,703
s4416,28,368
s8230,4,355
s7546,7,4
s2645,12,50
s3765,29,932
s8217,31,532
s3910,47,373
s5634,39,376
s4279,3,770
s1690,32,372
s3397,8,285
s3989,23,647
s4194,25,377
s6213,1,837
s5089,42,273
s5933,34,279
s1978,25,458
s7719,23,49
s8382,11,713
s7123,23,777
s2743,14,138
s2300,45,71
s2976,28,267
s8741,1,917
s1774,9,398
s3319,6,891
s5270,39,932
s3815,33,415
s7214,5,130
s2549,3,986
s3175,39,673
s857,38,861
s6562,37,138
s4235,40,746
s4131,40,784
s8333,1,5
s8265,48,816
s7451,18,991
s4521,30,499
s7707,5,360
s2226,43,473
s238,13,923
s1812,45,860
s5515,23,141
s4551,3,757
s7167,36,172
s4789,50,794
s65,4,250
s1522,37,205
s6037,21,994
s1440,50,863
s5155,15,744
s388,33,920
s4788,37,434
s1468,17,824
s5251,33,796
s6294,0,168
s3121,28,165
s5856,34,126
s259,49,846
s922,50,499
s6507,13,765
s3989,43,61
s1531,12,547
s4394,38,512
s8145,31,447
s2231,5,985
s5482,34,257
s506,37,506
s5673,5,461
s612,29,294
s6537,40,694
s539,38,710
s1443,28,276
s5341,37,313
s4391,7,819
s2184,42,210
s4995,47,961
s6395,18,670
s1149,15,630
s4671,18,364
s6516,15,687
s3990,33,198
s7207,47,591
s1895,23,934
s4638,20,708
s1733,35,74
s5965,27,199
s1196,42,76
s7840,2,735
s3924,47,78
s2986,2,623
s5085,14,303
s7570,22,344
s104,35,900
s6356,39,668
s5553,44,834
s6336,47,364
s5094,49,707
s305,18,818
s4267,42,717
s7092,23,577
s4587,7,851
s3488,16,574
s8380,50,670
s1057,4,471
s2228,1,128
s2704,37,748
s1142,21,610
s5982,9,160
s8267,22,421
s4729,27,364
s7005,45,950
s2094,30,851
s4065,30,662
s2830,27,901
s2121,50,732
s2014,9,735
s2220,12,285
s830,17,161
s7413,19,26
s5853,23,315
s3260,38,593
s3475,42,122
s2393,29,216
s5333,11,592
s4198,21,822
s8558,45,308
s2738,7,484
s3745,11,50
s4915,17,642
s3160,31,43
s6643,49,318
s3762,44,773
s5028,42,945
s308,10,617
s418,9,710
s6498,4,676
s842,11,17
s7759,11,929
s8712,10,32
s4643,48,159
s8063,39,505
s7891,19,608
s8392,30,910
s8145,31,705
s7829,23,295
s4101,39,193
s797,24,473
s673,30,692
s7924,27,464
s124,20,913
s2973,7,359
s1093,43,816
s2304,28,814
s6223,20,40
s8680,28,677
s8421,45,998
s1440,36,276
s406,26,176
s6612,38,589
s3811,44,904
s8426,41,151
s3814,43,225
s1209,9,185
s1497,43,522
s4858,50,687
s2024,19,106
s8307,8,181
s7215,20,947
s1260,43,267
s5582,6,310
s434,0,390
s940,5,97
s8674,42,915
s2324,21,465
s4512,17,770
s4704,37,232
s2787,7,119
s6804,22,811
s2365,2,190
s3043,33,104
s4819,14,625
s4894,28,925
s3534,12,376
s2110,42,577
s7064,20,816
s2860,0,86
s4853,30,174
s7268,40,612
s5348,31,619
s8096,28,998
s3827,16,69
s8590,31,551
s589,36,998
s8747,14,291
s6401,5,495
s2588,26,768
s5780,3,258
s6342,33,45
s2835,36,418
s5681,34,184
s738,17,89
s3834,48,540
s526,49,862
s6252,14,837
s184,9,924
s8401,42,654
s636,49,638
s3058,14,121
s8674,1,46
s6947,50,645
s3682,43,601
s118,21,442
s4598,50,941
s2977,48,624
s4078,3,719
s259,4,437
s3872,17,651
s2269,3,743
s2279,47,479
s7226,36,903
s3942,27,724
s3185,35,903
s8213,22,320
s5658,47,137
s5547,38,620
s8499,49,3
s1981,7,957
s274,28,52
s402,9,152
s7327,40,694
s1587,42,736
s953,33,566
s5636,10,645
s8437,5,233
s5290,20,869
s7627,47,923
s5638,33,391
s5213,2,190
s4609,24,55
s5463,36,11
s1357,36,945
s5165,5,9
s664,10,468
s2103,12,472
s5429,32,898
s4380,45,200
s2182,35,495
s6898,10,140
s5931,21,925
s6947,24,469
s7353,18,243
s5142,5,410
s2535,41,113
s6134,30,878
s2294,20,96
s8119,38,976
s1227,8,164
s7753,17,152
s5188,0,280
s4816,17,953
s1079,12,666
s964,3,125
s6009,40,158
s6240,10,951
s3290,17,52
s1546,23,200
s934,32,376
s2983,42,763
s8439,39,186
s2299,10,236
s3150,7,544
s7621,42,822
s2342,21,769
s3966,24,432
s2186,23,648
s5499,31,567
s778,3,399
s963,27,731
s1764,27,855
s1219,2,353
s4002,19,253
s6105,28,446
s8686,35,628
s2522,8,39
s8553,13,824
s3740,25,833
s1179,30,955
s8250,43,869
s6278,47,703
s1821,29,641
s3564,0,471
s3677,26,693
s3488,40,487
s2962,31,248
s5344,37,551
s4623,46,651
s4123,12,560
s5134,17,640
s6936,31,464
s5427,2,710
s7052,17,742
s4844,15,877
s4155,44,346
s8630,27,264
s5819,19,986
s1838,30,37
s1360,14,504
s5257,18,239
s4595,11,923
s6959,21,377
s1954,23,269
s768,10,709
s136,22,935
s8024,48,992
s4955,8,656
s5260,13,867
s775,26,696
s84,39,88
s654,0,286
s6170,48,335
s1623,28,149
s4565,40,588
s2464,22,663
s5708,1,659
s2120,46,998
s2887,34,723
s6349,28,837
s1072,5,278
s5412,50,391
s3815,36,745
s1569,13,424
s7638,26,327
s2703,47,112
s7380,21,17
s260,15,406
s5870,11,385
s6379,1,330
s4713,18,535
s623,30,501
s8274,19,522
s7599,12,341
s3603,31,449
s5421,38,755
s4392,48,223
s6216,40,669
s8534,17,365
s5792,41,372
s5290,29,549
s7757,26,672
s8773,28,465
s988,23,75
s1166,9,964
s3271,32,611
s4258,45,8
s4324,19,928
s5201,29,703
s3563,24,36
s5930,8,507
s1754,7,501
s5276,22,589
s8569,15,911
s721,47,219
s5103,49,676
s5298,3,725
s4010,50,161
s2517,7,506
s1592,21,82
s4086,38,46
s4829,20,878
s542,47,567
s1255,10,531
s8159,41,216
s7247,33,815
s3652,1,498
s1450,7,907
s4293,43,110
s3347,2,479
s2033,23,761
s6675,41,447
s7148,47,269
s3690,15,779
s5002,32,301
s3121,19,43
s2594,48,818
s269,43,245
s1906,47,661
s5067,48,784
s6147,24,525
s3012,39,1
s1377,6,417
s7066,49,217
s6112,30,979
s8020,7,590
s4823,30,519
s5451,10,814
s6242,18,389
s5891,45,718
s7166,5,408
s1894,4,888
s4647,19,614
s4406,9,104
s182,41,647
s212,27,851
s4696,0,321
s1709,38,149
s1354,12,956
s758,44,393
s3953,3,216
s1609,28,726
s1012,43,532
s6338,41,270
s864,30,473
s183,30,865
s3221,10,735
s4035,18,427
s6599,42,913
s7283,7,88
s3503,32,62
s6318,29,297
s5941,45,333
s4119,50,898
s6452,28,877
s1449,0,605
s2450,23,275
s5930,20,478
s5930,9,370
s5682,26,652
s5362,43,157
s3856,25,510
s6173,4,740
s8089,19,972
s5090,38,845
s3369,18,664
s261,17,549
s3302,10,24
s3580,34,943
s1855,46,536
s4273,6,43
s2097,6,787
s7472,2,219
s4146,7,798
s6274,33,697
s5371,34,959
s1014,39,115
s6466,41,558
s6903,24,283
s668,20,495
s7282,42,645
s2603,35,306
s6493,6,631
s5067,23,644
s5214,6,59
s6359,41,23
s6217,43,633
s7245,42,797
s7939,0,977
s290,24,537
s408,4,94
s6951,41,779
s6335,44,604
s5628,37,129
s4113,37,943
s6926,35,791
s8219,24,945
s3585,32,808
s7254,33,268
s6874,32,181
s4230,23,757
s7399,31,479
s3560,15,950
s8423,19,608
s7238,6,169
s3959,25,107
s3051,40,477
s1904,32,827
s1271,33,473
s6669,2,474
s8788,14,745
s2123,36,894
s4250,20,560
s6595,42,408
s2964,35,555
s3683,3,205
s3238,6,163
s7542,17,56
s1712,43,478
s8589,18,137
s8511,30,950
s674,3,480
s7888,19,347
s545,5,823
s773,44,50
s6521,0,553
s4452,18,255
s8429,30,174
s6529,49,568
s7406,2,647
s4270,33,881
s5431,42,794
s2564,17,739
s8201,30,605
s1272,48,597
s2538,48,559
s5363,13,130
s6752,26,133
s144,32,462
s1386,32,623
s3828,48,819
s613,36,165
s3027,21,284
s4070,19,33
s5064,43,602
s1405,40,764
s3401,5,999
s3077,18,174
s8261,13,288
s860,48,879
s2950,9,635
s5869,18,170
s3404,7,626
s6923,16,866
s6538,27,807
s2331,42,756
s1616,3,76
s7867,35,489
s302,7,812
s2370,16,393
s5522,0,888
s5134,44,997
s1309,28,992
s7616,47,509
s2151,2,421
s3029,5,830
s1004,32,219
s2956,47,169
s1072,14,556
s3416,23,361
s958,8,753
s476,10,166
s1506,37,356
s5350,4,890
s5446,41,557
s8686,0,735
s7582,10,153
s8735,6,523
s842,7,788
s2302,24,423
s4506,25,577
s2235,22,352
s895,16,296
s8035,39,694
s2156,39,38
s3429,43,368
s1388,18,928
s8463,25,768
s3432,43,17
s1381,26,692
s6873,1,62
s7455,31,576
s2093,22,92
s187,21,596
s1560,12,571
s4450,24,243
s8370,2,34
s7904,38,277
s3146,9,2
s155,5,283
s3774,46,654
s1115,7,665
s3312,34,233
s4866,40,293
s4688,42,331
s2364,9,998
s5241,33,532
s933,49,501
s6499,16,974
s3109,12,452
s510,44,656
s2429,37,309
s1883,28,943
s8300,12,744
s2542,7,260
s2518,50,275
s44,36,443
s8216,46,420
s5123,20,294
s4139,22,652
s4138,4,280
s1250,39,73
s1686,33,715
s6451,17,968
s632,28,536
s5205,47,885
s5311,0,635
s4442,23,661
s2597,8,352
s4851,48,453
s6574,49,509
s5609,24,45
s85,50,258
s3794,9,762
s685,2,386
s8743,43,893
s866,49,382
s3449,36,272
s2283,36,87
s4165,46,474
s8278,23,832
s3590,45,205
s4345,14,910
s7556,17,475
s3173,47,783
s6748,27,392
s5786,8,452
s4217,25,926
s4965,35,398
s8574,40,782
s3675,5,40
s418,24,37
s5015,37,390
s2586,3,866
s3714,14,688
s2005,8,528
s8604,17,178
s2489,27,690
s7192,44,11
s4810,24,239
s1615,0,824
s5590,5,854
s1267,39,20
s4513,44,416
s348,23,322
s4224,23,48
s2458,38,559
s148,4,473
s2280,18,814
s4336,2,413
s4384,26,680
s256,40,883
s2826,34,107
s2907,34,35
s7541,25,762
s5413,41,119
s3857,21,412
s8714,11,644
s292,25,221
s5283,13,239
s1398,14,163
s1678,11,107
s2908,40,558
s4238,10,533
s3490,4,140
s8638,15,84
s7186,31,409
s7530,46,138
s7621,24,866
s1174,6,558
s5975,1,507
s7699,28,468
s3496,14,294
s3610,9,670
s247,14,797
s2587,6,464
s4948,11,517
s5699,7,104
s4778,0,158
s4007,43,349
s2029,16,530
s2163,46,232
s1709,9,634
s3665,35,31
s3584,38,68
s5324,36,291
s8476,3,897
s831,18,269
s3378,22,156
s1913,27,646
s7574,46,699
s1806,26,830
s6260,0,316
s7686,4,869
s8577,20,919
s5586,45,832
s8022,37,500
s2292,44,89
s3690,18,76
s6598,14,16
s3409,34,49
s1345,22,776
s986,15,721
s4643,33,209
s3901,39,49
s7335,19,666
s1296,3,818
s3400,8,600
s4097,45,758
s4395,9,161
s6853,4,817
s2590,29,825
s2642,16,172
s6591,34,334
s349,2,345
s737,28,530
s4218,27,542
s370,24,628
s7089,0,853
s5171,28,390
s6758,22,141
s7526,14,503
s6644,41,533
s2795,6,812
s1805,46,549
s1142,15,881
s8584,3,146
s1763,20,41
s3790,19,487
s6263,2,658
s7878,19,181
s217,33,570
s8612,41,144
s2666,47,84
s6457,37,4
s2766,23,418
s5906,0,575
s5881,17,637
s704,22,996
s7220,50,464
s3353,9,328
s6840,45,814
s6046,31,933
s7965,48,807
s1090,45,502
s3614,5,284
s5294,13,282
s2940,18,196
s2919,48,767
s1634,11,919
s8099,20,409
s6080,26,924
s121,9,855
s177,42,238
s2735,10,223
s3705,18,876
s988,22,28
s619,5,340
s8569,34,252
s4422,29,234
s4644,10,489
s2105,28,237
s2176,38,969
s4874,23,848
s8394,1,391
s57,31,285
s8487,13,168
s1711,10,924
s4188,18,794
s2381,9,540
s5110,13,523
s913,27,489
s948,22,644
s368,29,226
s4436,23,782
s2507,18,542
s7174,10,315
s6844,12,885
s5061,26,712
s1178,45,32
s8519,4,6
s5544,0,457
s2453,6,362
s7241,21,492
s5999,21,168
s1689,50,215
s5729,28,216
s1790,29,593
s7865,40,852
s1652,12,811
s5148,42,311
s282,4,781
s8183,43,606
s7341,40,114
s8610,21,447
s2768,31,489
s6358,18,253
s1825,19,585
s264,18,160
s5910,24,752
s4859,17,753
s127,3,153
s4238,17,437
s4603,11,529
s3147,49,946
s3790,11,547
s5909,1,740
s2018,8,906
s399,46,365
s325,33,711
s3729,47,135
s6810,4,19
s2715,30,719
s5306,7,599
s5273,46,890
s1381,32,120
s3473,3,863
s7338,19,93
s6582,6,495
s6912,24,357
s6638,27,179
s1814,49,508
s2160,37,111
s4781,31,784
s3597,31,771
s1563,46,626
s1589,40,684
s1214,38,465
s3514,34,693
s7720,31,78
s3582,2,587
s7163,48,697
s136,30,907
s5436,26,788
s5826,28,440
s100,30,956
s4667,5,378
s4708,42,428
s3735,25,6
s7821,24,552
s6718,29,621
s6397,34,965
s4172,16,578
s3894,40,622
s4074,38,933
s7584,35,106
s8102,32,200
s1028,24,38
s5277,49,290
s270,26,757
s8169,50,889
s7382,4,766
s3282,4,995
s4725,39,544
s2126,24,719
s2441,2,260
s5020,7,178
s841,30,870
s432,39,585
s894,13,629
s8460,16,897
s2840,45,117
s6557,44,534
s7785,49,952
s6773,14,536
s160,23,943
s5767,32,448
s2453,12,268
s4980,23,666
s4386,20,326
s993,13,813
s1312,31,740
s3193,24,540
s1095,34,553
s562,27,228
s4663,30,467
s935,46,235
s1372,41,212
s3610,7,863
s8349,19,239
s802,9,678
s7342,42,613
s8683,29,377
s2177,20,652
s3573,30,491
s7662,15,830
s3979,30,972
s1021,17,65
s5834,50,762
s2243,21,673
s6941,1,145
s3531,27,849
s5230,11,692
s1805,50,172
s1836,40,727
s2578,30,314
s5173,40,769
s6486,32,493
s4137,14,426
s442,19,169
s376,7,719
s1976,35,492
s8467,11,489
s7924,40,697
s906,19,564
s6402,32,653
s3783,49,15
s3578,1,659
s1518,3,743
s7469,20,891
s2078,13,177
s981,18,821
s4148,48,899
s6610,46,29
s633,26,388
s3619,28,243
s2527,1,94
s5687,25,811
s8551,46,25
s1998,36,582
s1638,32,939
s4170,2,512
s2672,43,41
s7576,42,761
s7994,44,542
s217,39,890
s2273,38,277
s8462,24,318
s1002,22,226
s8378,11,772
s4217,17,740
s8753,37,639
s7120,34,437
s5423,29,213
s6427,16,464
s4361,35,937
s6694,0,488
s3598,11,664
s3444,23,719
s5156,9,721
s5615,5,691
s6614,19,333
s1662,38,489
s2252,20,414
s2816,12,84
s4140,5,318
s3469,34,797
s7145,38,983
s6093,8,389
s2265,34,486
s8542,4,872
s7209,13,212
s5379,36,57
s7469,40,174
s2569,10,422
s6374,25,89
s503,29,229
s7286,32,990
s1676,25,559
s7376,25,113
s3242,36,64
s4840,4,895
s7379,0,578
s1503,36,850
s3644,13,578
s7072,9,557
s1467,3,247
s1459,28,551
s4950,12,135
s7360,31,775
s7716,2,899
s1071,44,649
s2736,29,670
s3022,14,590
s3129,44,869
s5834,12,867
s1691,2,20
s6936,48,179
s1408,45,601
s2490,23,914
s404,48,490
s3473,8,780
s6622,21,569
s8127,31,158
s6187,36,450
s297,24,35
s2338,24,927
s5161,5,418
s3438,27,416
s6191,39,900
s234,14,537
s6657,10,781
s3735,44,386
s8339,30,797
s7781,19,462
s6248,3,997
s5035,1,616
s4895,44,13
s7218,46,156
s7470,18,301
s1745,7,419
s1849,2,892
s5941,49,595
s3575,42,925
s8665,30,91
s5965,24,558
s6771,24,222
s1624,2,884
s4906,33,611
s7110,4,893
s5490,19,184
s2843,38,741
s8715,46,812
s4964,29,897
s686,18,363
s3123,9,454
s2329,49,378
s3815,9,877
s2012,20,342
s8101,48,854
s3074,10,563
s1616,4,144
s6017,13,12
s698,24,995
s6100,50,447
s6160,47,290
s4839,31,168
s1819,12,528
s2261,5,574
s5415,8,818
s2786,30,332
s6699,19,26
s1424,41,934
s8671,20,191
s4304,11,16
s1230,3,810
s7083,27,794
s7255,21,272
s7842,32,967
s2542,27,461
s8195,32,211
s6197,23,448
s1831,11,995
s2736,19,757
s870,9,13
s4619,50,61
s6330,2,901
s7731,38,736
s2838,34,690
s4639,27,35
s1564,37,610
s7562,8,499
s1701,15,824
s2817,33,409
s2911,16,647
s3119,0,513
s1724,11,569
s8429,46,338
s8712,21,994
s1221,10,723
s4422,48,216
s4486,11,370
s1056,37,215
s402,14,335
s1312,35,545
s5524,50,541
s6469,44,575
s1975,20,281
s7309,37,351
s4739,11,186
s4243,4,697
s1332,8,332
s1102,25,834
s1699,43,139
s6741,38,826
s7019,45,450
s5174,43,319
s5005,16,337
s2108,25,541
s1255,49,379
s6480,27,345
s8435,36,916
s4124,23,476
s8506,8,364
s6396,11,22
s8770,42,391
s5793,27,831
s475,43,492
s4121,6,540
s3775,3,815
s5377,4,649
s3547,6,937
s6339,38,978
s71,38,763
s4854,31,49
s4619,41,902
s8352,36,621
s4169,0,274
s7373,15,985
s3142,8,681
s918,32,859
s1848,13,578
s7346,39,655
s4763,32,71
s4970,38,171
s6881,18,464
s156,2,336
s7271,23,216
s1278,21,97
s4854,48,438
s7187,26,592
s1966,34,742
s862,41,663
s5225,19,239
s5921,3,121
s5493,21,825
s5000,3,765
s3579,38,802
s3325,44,924
s4726,37,977
s4611,35,754
s244,30,912
s2137,15,713
s5777,4,682
s3118,10,19
s8254,7,247
s4177,43,948
s7592,25,409
s7104,2,952
s3236,8,552
s4427,23,725
s7516,7,475
s834,13,687
s1388,23,468
s6044,41,772
s1370,31,548
s4619,15,115
s1020,14,324
s3416,26,790
s2797,3,961
s8575,16,900
s6301,40,780
s812,12,2
s4266,33,84
s7639,4,335
s3884,42,647
s900,22,493
s1317,10,669
s137,47,827
s5473,20,269
s5714,3,635
s5207,3,740
s5680,17,753
s1587,2,34
s3677,14,144
s6110,18,519
s3200,29,619
s6698,5,690
s4631,6,19
s3062,31,172
s784,15,980
s3062,38,874
s999,24,814
s3975,2,152
s3692,5,744
s1717,13,386
s5423,37,648
s2565,22,618
s4097,35,678
s514,32,918
s4544,50,790
s4861,5,49
s4881,11,371
s1880,16,648
s206,15,43
s8548,35,491
s4276,27,795
s3127,32,14
s371,43,723
s6237,23,114
s2069,0,616
s1801,29,49
s1622,48,411
s1385,50,264
s3498,47,216
s187,32,541
s2648,9,813
s4230,34,98
s462,3,501
s3907,37,823
s4347,35,731
s8611,27,869
s440,41,228
s3220,43,170
s6059,6,44
s650,20,925
s8274,1,31
s595,0,986
s5330,32,540
s6882,17,756
s4086,36,394
s5912,25,494
s2109,33,992
s4699,24,208
s7284,26,809
s303,19,519
s1984,39,92
s6500,37,963
s6444,20,600
s5510,9,944
s1217,48,765
s3156,15,726
s6826,18,469
s7305,19,668
s7732,20,816
s1404,48,711
s1866,35,694
s439,1,692
s3448,37,889
s6867,40,856
s2691,24,711
s6717,27,29
s1544,9,693
s2943,21,562
s8235,37,689
s3840,40,953
s6608,32,985
s2556,28,238
s6755,31,138
s8059,0,15
s4049,43,504
s5763,37,579
s6898,7,970
s2643,45,228
s3785,35,355
s1032,34,484
s444,10,373
s1378,0,298
s7076,23,77
s7379,31,780
s1622,17,744
s4455,13,100
s5106,43,448
s8608,14,173
s5680,24,643
s6813,30,751
s2471,17,287
s3597,22,564
s3277,50,605
s6580,17,190
